Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment_x,Rating_x,Description,Unnamed: 0,Title,Desc,Type,BodyPart,Equipment_y,Level,Rating_y,RatingDesc,hasNoReps,hasWeight
single-arm standing shoulder press,https://www.bodybuilding.com/exercises/dumbbell-one-arm-shoulder-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average,2541,single-arm standing shoulder press,"The single-arm standing shoulder press is a popular exercise to build size and strength the shoulders and triceps. Most lifters find they can go heavier (per arm) on this movement than if they are pressing two dumbbells simultaneously, making it an effective strength movement as well as a muscle-building movement in higher reps.",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average,True,True
preacher curl,https://www.bodybuilding.com/exercises/preacher-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-55s-ez-bar-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-55s-ez-bar-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average,709,preacher curl,"The EZ-bar preacher curl is a classic exercise for building bigger biceps. This move is all about isolation. With the back of the upper arms against the pad, it’s next to impossible to cheat. Go light, get a great pump, and build that peak!",Strength,Biceps,Barbell,Intermediate,8.8,Average,True,True
reverse crunch,https://www.bodybuilding.com/exercises/reverse-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-263a-reverse-crunch-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-263a-reverse-crunch-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,199,reverse crunch,"The reverse crunch is a popular exercise targeting the abdominals, particularly the lower half. It’s easy to perform on either the floor or a flat bench. Many lifters think of this as a companion to the crunch, which targets the upper abdominals more than the lower.",Strength,Abdominals,Body Only,Intermediate,8.8,Average,True,False
standing dumbbell triceps extension,https://www.bodybuilding.com/exercises/standing-dumbbell-triceps-extension,https://www.bodybuilding.com/images/2020/june/345_1.jpg,https://www.bodybuilding.com/images/2020/june/345_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average,2794,standing dumbbell triceps extension,,Strength,Triceps,Dumbbell,Intermediate,8.8,Average,True,True
elliptical trainer,https://www.bodybuilding.com/exercises/elliptical-trainer,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22m-elliptical-trainer-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22m-elliptical-trainer-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average,2068,elliptical trainer,"The elliptical trainer is a popular machine for cardiovascular training without the significant impact on your joints of running. On many machines, you can adjust the resistance level to make the movement more difficult for all four limbs. The elliptical is a mainstay in most commercial gyms, and can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",Cardio,Quadriceps,Machine,Intermediate,8.8,Average,False,False
bodyweight squat,https://www.bodybuilding.com/exercises/bodyweight-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-27a-bodyweight-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-27a-bodyweight-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,2121,bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,8.8,Average,True,False
bent over two-dumbbell row with palms in,https://www.bodybuilding.com/exercises/bent-over-two-dumbbell-row-with-palms-in,https://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/m/17_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/m/17_2.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average,1671,bent over two-dumbbell row with palms in,,Strength,Middle Back,Dumbbell,Beginner,8.8,Average,True,True
hex-bar deadlift,https://www.bodybuilding.com/exercises/trap-bar-deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-123s-hex-bar-deadlift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-123s-hex-bar-deadlift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,Average,2001,hex-bar deadlift,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Strength,Quadriceps,Other,Intermediate,8.8,Average,True,True
narrow-stance leg press,https://www.bodybuilding.com/exercises/narrow-stance-leg-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-46m-wide-stance-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-46m-wide-stance-leg-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average,2069,narrow-stance leg press,"The narrow-stance leg press is a machine-based exercise that targets the muscles of the legs. It emphasizes the quads, particularly the muscles of the outer quads and hips. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training when it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,8.8,Average,True,True
single-leg glute bridge,https://www.bodybuilding.com/exercises/single-leg-glute-bridge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61a-single-leg-glute-bridge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61a-single-leg-glute-bridge-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,1233,single-leg glute bridge,"The single-leg glute bridge is a lower-body exercise that targets the glutes, lower back, and hamstrings. It is performed one side at a time.",Strength,Glutes,Body Only,Intermediate,8.8,Average,True,False
barbell curls lying against an incline,https://www.bodybuilding.com/exercises/barbell-curls-lying-against-an-incline,https://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/m/300_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/m/300_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average,710,barbell curls lying against an incline,,Strength,Biceps,Barbell,Beginner,8.8,Average,True,True
standing hip circles,https://www.bodybuilding.com/exercises/standing-hip-circles,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/m/873_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/m/873_2.jpg,https://www.bodybuilding.com/exercises/muscle/abductors,Abductors,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,671,standing hip circles,,Stretching,Abductors,Body Only,Beginner,8.8,Average,True,False
narrow stance hack squats,https://www.bodybuilding.com/exercises/narrow-stance-hack-squats,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average,2070,narrow stance hack squats,,Strength,Quadriceps,Machine,Beginner,8.8,Average,True,True
seated close-grip concentration barbell curl,https://www.bodybuilding.com/exercises/seated-close-grip-concentration-barbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average,711,seated close-grip concentration barbell curl,,Strength,Biceps,Barbell,Beginner,8.8,Average,True,True
smith machine box squat,https://www.bodybuilding.com/exercises/chair-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average,1813,smith machine box squat,"The Smith machine box squat is a machine-based exercise targeting the quads, glutes, and hamstrings. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or power or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Quadriceps,Barbell,Intermediate,8.8,Average,True,True
drop push,https://www.bodybuilding.com/exercises/drop-push,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,Average,1158,drop push,,Plyometrics,Chest,Other,Beginner,8.8,Average,True,True
upside-down pull-up,https://www.bodybuilding.com/exercises/bodyweight-mid-row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,Average,1699,upside-down pull-up,"The upside-down pull-up is an advanced bodyweight exercise that is normally performed on a pair of gymnastic rings. It involves pulling the body toward the ceiling in an inverted position. It targets the same muscles as traditional pull-ups, including the lats (latissimus dorsi), biceps, and core. However, the pulling angle is more akin to a bent-over row or upright row, depending on the angle of your hips.",Strength,Middle Back,Other,Intermediate,8.8,Average,True,True
reverse barbell preacher curls,https://www.bodybuilding.com/exercises/reverse-barbell-preacher-curls,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,8.8,Average,859,reverse barbell preacher curls,"The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise. If it is uncomfortable to the wrists, try performing it on the angles of an EZ-curl bar.",Strength,Biceps,E-Z Curl Bar,Beginner,8.8,Average,True,True
close-grip ez-bar bench press,https://www.bodybuilding.com/exercises/close-grip-ez-bar-press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,8.8,Average,1156,close-grip ez-bar bench press,"The close-grip EZ-bar bench press is an exercise targeting the chest, shoulders, and triceps. This move is more commonly done with a straight bar and is often only performed with an EZ-bar as part of a complex of movements such as pull-overs or skullcrushers.",Strength,Chest,E-Z Curl Bar,Intermediate,8.8,Average,True,True
incline push-up,https://www.bodybuilding.com/exercises/incline-push-up,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,961,incline push-up,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",Strength,Chest,Body Only,Intermediate,8.8,Average,True,False
hyperextensions with no hyperextension bench,https://www.bodybuilding.com/exercises/hyperextensions-with-no-hyperextension-bench,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,1594,hyperextensions with no hyperextension bench,,Strength,Lower Back,Body Only,Beginner,8.8,Average,True,False
dumbbell front raise,https://www.bodybuilding.com/exercises/front-two-dumbbell-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13d-dumbbell-front-raise-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average,2542,dumbbell front raise,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average,True,True
parallel bar dip,https://www.bodybuilding.com/exercises/parallel-bar-dip,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,2885,parallel bar dip,"The triceps dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the triceps first, but also stretches and strengthens the chest and shoulders. Dips with a triceps focus are usually performed with an upright torso, the knees bent and crossed, and the arms close to the body. Dips can be performed for low reps for strength or higher reps for muscle growth.",Strength,Triceps,Body Only,Intermediate,8.8,Average,True,False
stairmaster,https://www.bodybuilding.com/exercises/stairmaster,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51m-stair-climber-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51m-stair-climber-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average,2071,stairmaster,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Quadriceps,Machine,Intermediate,8.8,Average,False,False
groiners,https://www.bodybuilding.com/exercises/groiners-,,,https://www.bodybuilding.com/exercises/muscle/adductors,Adductors,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,672,groiners,,Stretching,Adductors,Body Only,Beginner,8.8,Average,True,False
neck press,https://www.bodybuilding.com/exercises/neck-press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,Average,933,neck press,,Strength,Chest,Barbell,Beginner,8.8,Average,True,True
broad jump,https://www.bodybuilding.com/exercises/standing-long-jump,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,2122,broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Plyometrics,Quadriceps,Body Only,Intermediate,8.8,Average,True,False
machine squat,https://www.bodybuilding.com/exercises/machine-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,Average,2072,machine squat,,Strength,Quadriceps,Machine,Intermediate,8.8,Average,True,True
ring dip,https://www.bodybuilding.com/exercises/ring-dips,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,2886,ring dip,"The ring dip is an upper-body strength exercise performed on gymnastic rings. It targets the muscles of the chest, triceps, and shoulders, but is also quite taxing to the core. It is generally considered to be more difficult than dips performed on parallel bars. It is common in gymnastics training and CrossFit workouts, but is also a simple way to make dips more challenging for any strength athlete.",Strength,Triceps,Body Only,Intermediate,8.8,Average,True,False
standing one-arm cable curl,https://www.bodybuilding.com/exercises/standing-one-arm-cable-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,Average,817,standing one-arm cable curl,The single-arm cable biceps curl is a single-joint isolation exercise for building the biceps. This move is intended to be strict and deliberate; this is not an exercise for using momentum or otherwise cheating.,Strength,Biceps,Cable,Beginner,8.8,Average,True,True
burpee,https://www.bodybuilding.com/exercises/burpee,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-38a-burpee-m4-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,Average,2123,burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Quadriceps,Body Only,Intermediate,8.8,Average,False,False
double-arm triceps kick-back,https://www.bodybuilding.com/exercises/standing-bent-over-two-arm-dumbbell-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75d-double-arm-triceps-kick-back-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75d-double-arm-triceps-kick-back-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,Average,2795,double-arm triceps kick-back,"The double-arm triceps kick-back is a popular movement to increase size and strength of the triceps. It is usually performed for moderate to high reps, at least 8-12 reps, as part of an upper-body or arm-focused workout.",Strength,Triceps,Dumbbell,Intermediate,8.8,Average,True,True
dumbbell reverse lunge,https://www.bodybuilding.com/exercises/dumbbell-rear-lunge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83d-dumbbell-reverse-lunge-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average,1918,dumbbell reverse lunge,"The dumbbell reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.",Strength,Quadriceps,Dumbbell,Intermediate,8.7,Average,True,True
seated calf raise,https://www.bodybuilding.com/exercises/seated-calf-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average,888,seated calf raise,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.",Strength,Calves,Machine,Intermediate,8.7,Average,True,True
standing dumbbell shrug,https://www.bodybuilding.com/exercises/dumbbell-shrug,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average,1757,standing dumbbell shrug,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Traps,Dumbbell,Intermediate,8.7,Average,True,True
calf press on the leg press machine,https://www.bodybuilding.com/exercises/calf-press-on-the-leg-press-machine,,,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average,889,calf press on the leg press machine,"The leg press calf raise is an exercise that uses the leg press machine to work the calves. With the toes and balls of your feet on the platform but heels off, you push forward to work the calves.",Strength,Calves,Machine,Intermediate,8.7,Average,True,True
barbell step-up,https://www.bodybuilding.com/exercises/barbell-step-ups,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average,1814,barbell step-up,"The barbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,Barbell,Intermediate,8.7,Average,True,True
feet-elevated bench dip,https://www.bodybuilding.com/exercises/bench-dips,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average,2887,feet-elevated bench dip,"The feet-elevated bench dip is a popular bodyweight exercise for building the triceps, chest, and shoulders. Elevating the feet brings more chest and shoulder into the movement, but also allows for extra weight on the hips. If these bother your shoulders, try performing them between two benches or chairs rather than on a single bench.",Strength,Triceps,Body Only,Intermediate,8.7,Average,True,False
bent over barbell row,https://www.bodybuilding.com/exercises/bent-over-barbell-row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average,1640,bent over barbell row,"The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.",Strength,Middle Back,Barbell,Intermediate,8.7,Average,True,True
crunches,https://www.bodybuilding.com/exercises/crunches,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average,200,crunches,"The crunch is a popular core exercise targeting the rectus abdominis, or ""six-pack"" muscles, as well as the obliques. It has been the centerpiece of many ab-focused workouts, due to both its simplicity and the intense burn and mind-muscle connection it produces. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,8.7,Average,True,False
dumbbell alternate bicep curl,https://www.bodybuilding.com/exercises/dumbbell-alternate-bicep-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average,738,dumbbell alternate bicep curl,"The alternating biceps curl is a single-joint exercise for building bigger and stronger biceps one arm at a time. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Strength,Biceps,Dumbbell,Intermediate,8.7,Average,True,True
bent-over dumbbell rear delt row,https://www.bodybuilding.com/exercises/dumbbell-rear-delt-row,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average,2543,bent-over dumbbell rear delt row,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average,True,True
handstand push-up,https://www.bodybuilding.com/exercises/handstand-push-ups,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average,2726,handstand push-up,"The handstand push-up is an exercise targeting the shoulders, although other muscles assist in the completion of the reps. It is common in both CrossFit workouts and advanced bodyweight or calisthenics training. Given the degree of difficulty, beginners will need to progress to this move.",Strength,Shoulders,Body Only,Intermediate,8.7,Average,True,False
single-arm dumbbell preacher curl,https://www.bodybuilding.com/exercises/one-arm-dumbbell-preacher-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average,739,single-arm dumbbell preacher curl,"The single-arm dumbbell preacher curl is an exercise that focuses on building the biceps, particularly the biceps peak. Most people will go light on this movement, performing it for moderate to high reps as part of an upper-body or arms-focused workout.",Strength,Biceps,Dumbbell,Intermediate,8.7,Average,True,True
single-arm dumbbell preacher curl,https://www.bodybuilding.com/exercises/one-arm-dumbbell-preacher-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average,739,single-arm dumbbell preacher curl,"The single-arm dumbbell preacher curl is an exercise that focuses on building the biceps, particularly the biceps peak. Most people will go light on this movement, performing it for moderate to high reps as part of an upper-body or arms-focused workout.",Strength,Biceps,Dumbbell,Intermediate,8.7,Average,True,True
step-up with knee raise,https://www.bodybuilding.com/exercises/step-up-with-knee-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average,1234,step-up with knee raise,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motion and more of a focus on powerful hip extension in the working leg. When performed with body weight, these are usually performed for high reps as part of a dynamic warm-up, as cardio acceleration, or as part of the lower-body portion of a workout or circuit.",Strength,Glutes,Body Only,Intermediate,8.7,Average,True,False
step-up with knee raise,https://www.bodybuilding.com/exercises/step-up-with-knee-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,Average,1234,step-up with knee raise,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motion and more of a focus on powerful hip extension in the working leg. When performed with body weight, these are usually performed for high reps as part of a dynamic warm-up, as cardio acceleration, or as part of the lower-body portion of a workout or circuit.",Strength,Glutes,Body Only,Intermediate,8.7,Average,True,False
smith machine back squat,https://www.bodybuilding.com/exercises/smith-machine-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average,2073,smith machine back squat,"The Smith machine back squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Quadriceps,Machine,Intermediate,8.7,Average,True,True
incline dumbbell front raise,https://www.bodybuilding.com/exercises/front-incline-dumbbell-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,Average,2544,incline dumbbell front raise,"The incline dumbbell front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average,True,True
